week_start,week_end,campaign_id,campaign_name,conversion_action_resource,conversion_action_name,conversion_action_category,conversions,conversion_value,all_conversions,all_conversion_value
2025-04-07,2025-04-13,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,20.531547,0.000000
2025-04-07,2025-04-13,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,41.311111,0.000000
2025-04-07,2025-04-13,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.000000,0.000000
2025-04-07,2025-04-13,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,12.196778,4847.686623,12.196778,4847.686623
2025-04-14,2025-04-20,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,19.192909,0.000000
2025-04-14,2025-04-20,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,14.492909,0.000000
2025-04-14,2025-04-20,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,6.664942,1207.911697,6.664942,1207.911697
2025-04-21,2025-04-27,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,24.369578,0.000000
2025-04-21,2025-04-27,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,25.845949,0.000000
2025-04-21,2025-04-27,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.600000,0.000000
2025-04-21,2025-04-27,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,10.890512,3995.200730,10.890512,3995.200730
2025-04-28,2025-05-04,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,28.700549,0.000000
2025-04-28,2025-05-04,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,32.511789,0.000000
2025-04-28,2025-05-04,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,7.000000,0.000000
2025-04-28,2025-05-04,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,10.853826,3874.482084,10.853826,3874.482084
2025-05-05,2025-05-11,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,23.428365,0.000000
2025-05-05,2025-05-11,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,22.832385,0.000000
2025-05-05,2025-05-11,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.000000,0.000000
2025-05-05,2025-05-11,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,10.262694,533.606651,10.262694,533.606651
2025-05-12,2025-05-18,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,28.743046,0.000000
2025-05-12,2025-05-18,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,30.384733,0.000000
2025-05-12,2025-05-18,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,1.129555,0.000000
2025-05-12,2025-05-18,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,12.000000,999.340000,12.000000,999.340000
2025-05-19,2025-05-25,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,24.239234,0.000000
2025-05-19,2025-05-25,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,19.982410,0.000000
2025-05-19,2025-05-25,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,3.500000,0.000000
2025-05-19,2025-05-25,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,2.000000,18.430000,2.000000,18.430000
2025-05-26,2025-06-01,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,19.374372,0.000000
2025-05-26,2025-06-01,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,16.583333,0.000000
2025-05-26,2025-06-01,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,5.000000,0.000000
2025-05-26,2025-06-01,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,9.956410,1711.092098,9.956410,1711.092098
2025-06-02,2025-06-08,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,30.084857,0.000000
2025-06-02,2025-06-08,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,18.002983,0.000000
2025-06-02,2025-06-08,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,3.002983,0.000000
2025-06-02,2025-06-08,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,14.486708,6836.391890,14.486708,6836.391890
2025-06-09,2025-06-15,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,21.996573,0.000000
2025-06-09,2025-06-15,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,15.863867,0.000000
2025-06-09,2025-06-15,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.904964,0.000000
2025-06-09,2025-06-15,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,11.746950,9345.208829,11.746950,9345.208829
2025-06-16,2025-06-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,17.690768,0.000000
2025-06-16,2025-06-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,19.991513,0.000000
2025-06-16,2025-06-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,2.047276,0.000000
2025-06-16,2025-06-22,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,13.329225,14373.612835,13.329225,14373.612835
2025-06-23,2025-06-29,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,31.464333,0.000000
2025-06-23,2025-06-29,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,26.879237,0.000000
2025-06-23,2025-06-29,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,1.377791,0.000000
2025-06-23,2025-06-29,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,24.066378,3039.600654,24.066378,3039.600654
2025-06-30,2025-07-06,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,25.630843,0.000000
2025-06-30,2025-07-06,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,28.274570,0.000000
2025-06-30,2025-07-06,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,4.520777,0.000000
2025-06-30,2025-07-06,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,12.445572,968.214154,12.445572,968.214154
2025-07-07,2025-07-13,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,33.535770,0.000000
2025-07-07,2025-07-13,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,21.719796,0.000000
2025-07-07,2025-07-13,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,1.785552,0.000000
2025-07-07,2025-07-13,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,16.378044,2938.938780,16.378044,2938.938780
2025-07-14,2025-07-20,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,34.275158,0.000000
2025-07-14,2025-07-20,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,27.898969,0.000000
2025-07-14,2025-07-20,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,2.324590,0.000000
2025-07-14,2025-07-20,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,13.960461,1993.843496,13.960461,1993.843496
2025-07-21,2025-07-27,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736245036,Add Sample to Cart,OUTBOUND_CLICK,0.000000,0.000000,12.927143,0.000000
2025-07-21,2025-07-27,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736236130,Add to Cart,OUTBOUND_CLICK,0.000000,0.000000,17.171157,0.000000
2025-07-21,2025-07-27,20647427212,Performance Max-2,customers/5626118344/conversionActions/6736333819,Product Question,OUTBOUND_CLICK,0.000000,0.000000,2.895666,0.000000
2025-07-21,2025-07-27,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,10.507531,1669.250476,10.507531,1669.250476
2025-07-28,2025-08-03,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,10.236392,3079.549953,10.236392,3079.549953
2025-08-04,2025-08-10,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,9.253443,1770.945650,9.253443,1770.945650
2025-08-11,2025-08-17,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,18.919959,3866.564719,18.919959,3866.564719
2025-08-18,2025-08-24,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,9.923284,1807.718228,9.923284,1807.718228
2025-08-25,2025-08-31,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,10.982841,7090.521037,10.982841,7090.521037
2025-09-01,2025-09-07,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,16.741782,375.867864,16.741782,375.867864
2025-09-08,2025-09-14,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,10.568302,965.515154,10.568302,965.515154
2025-09-15,2025-09-21,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,26.244311,12076.591785,26.244311,12076.591785
2025-09-22,2025-09-28,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,9.457876,1053.005084,9.457876,1053.005084
2025-09-29,2025-10-05,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981599,Google Shopping App Add To Cart,ADD_TO_CART,0.000000,0.000000,0.500000,387.980000
2025-09-29,2025-10-05,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981722,Google Shopping App Page View,PAGE_VIEW,0.000000,0.000000,7.676469,7.676469
2025-09-29,2025-10-05,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981728,Google Shopping App Search,PAGE_VIEW,0.000000,0.000000,0.058823,0.058823
2025-09-29,2025-10-05,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981725,Google Shopping App View Item,PAGE_VIEW,0.000000,0.000000,5.058823,5.058823
2025-09-29,2025-10-05,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,12.607910,2128.322079,12.607910,2128.322079
2025-10-06,2025-10-12,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981599,Google Shopping App Add To Cart,ADD_TO_CART,0.000000,0.000000,3.000000,184.970000
2025-10-06,2025-10-12,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981722,Google Shopping App Page View,PAGE_VIEW,0.000000,0.000000,199.454994,195.217256
2025-10-06,2025-10-12,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981728,Google Shopping App Search,PAGE_VIEW,0.000000,0.000000,59.558823,59.558823
2025-10-06,2025-10-12,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981725,Google Shopping App View Item,PAGE_VIEW,0.000000,0.000000,86.649593,86.594255
2025-10-06,2025-10-12,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,10.785482,604.737067,10.785482,604.737067
2025-10-13,2025-10-19,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981731,Google Shopping App Add Payment Info,DEFAULT,0.000000,0.000000,0.333333,0.333333
2025-10-13,2025-10-19,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981599,Google Shopping App Add To Cart,ADD_TO_CART,0.000000,0.000000,4.916664,809.903325
2025-10-13,2025-10-19,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981596,Google Shopping App Begin Checkout,BEGIN_CHECKOUT,0.000000,0.000000,1.333333,1218.869991
2025-10-13,2025-10-19,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981722,Google Shopping App Page View,PAGE_VIEW,0.000000,0.000000,177.170904,146.029727
2025-10-13,2025-10-19,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981593,Google Shopping App Purchase,PURCHASE,0.333333,8.969991,1.333333,11.959991
2025-10-13,2025-10-19,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981728,Google Shopping App Search,PAGE_VIEW,0.000000,0.000000,31.153035,31.153035
2025-10-13,2025-10-19,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981725,Google Shopping App View Item,PAGE_VIEW,0.000000,0.000000,78.689250,68.273694
2025-10-13,2025-10-19,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,19.597689,3945.710714,19.597689,3945.710714
2025-10-20,2025-10-26,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981599,Google Shopping App Add To Cart,ADD_TO_CART,0.000000,0.000000,59.842390,11246.412836
2025-10-20,2025-10-26,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981596,Google Shopping App Begin Checkout,BEGIN_CHECKOUT,0.000000,0.000000,0.750000,4.485000
2025-10-20,2025-10-26,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981722,Google Shopping App Page View,PAGE_VIEW,0.000000,0.000000,653.986322,606.969124
2025-10-20,2025-10-26,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981593,Google Shopping App Purchase,PURCHASE,1.042879,232.766906,1.042879,232.766906
2025-10-20,2025-10-26,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981728,Google Shopping App Search,PAGE_VIEW,0.000000,0.000000,147.483200,147.140094
2025-10-20,2025-10-26,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981725,Google Shopping App View Item,PAGE_VIEW,0.000000,0.000000,275.475015,252.597871
2025-10-20,2025-10-26,20647427212,Performance Max-2,customers/5626118344/conversionActions/858632371,SR Sales,PURCHASE,6.402311,505.809286,6.402311,505.809286
2025-10-27,2025-11-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981731,Google Shopping App Add Payment Info,DEFAULT,0.000000,0.000000,5.244889,5.244889
2025-10-27,2025-11-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981599,Google Shopping App Add To Cart,ADD_TO_CART,0.000000,0.000000,52.520412,21282.647770
2025-10-27,2025-11-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981596,Google Shopping App Begin Checkout,BEGIN_CHECKOUT,0.000000,0.000000,9.648580,5772.860862
2025-10-27,2025-11-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981722,Google Shopping App Page View,PAGE_VIEW,0.000000,0.000000,3525.920355,3174.611035
2025-10-27,2025-11-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981593,Google Shopping App Purchase,PURCHASE,5.351499,942.318232,11.351499,2072.178232
2025-10-27,2025-11-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981728,Google Shopping App Search,PAGE_VIEW,0.000000,0.000000,198.009813,179.919589
2025-10-27,2025-11-02,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981725,Google Shopping App View Item,PAGE_VIEW,0.000000,0.000000,1399.599155,1299.571347
2025-11-03,2025-11-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981731,Google Shopping App Add Payment Info,DEFAULT,0.000000,0.000000,4.707490,4.707490
2025-11-03,2025-11-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981599,Google Shopping App Add To Cart,ADD_TO_CART,0.000000,0.000000,81.954423,37827.651513
2025-11-03,2025-11-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981596,Google Shopping App Begin Checkout,BEGIN_CHECKOUT,0.000000,0.000000,41.125227,17531.816552
2025-11-03,2025-11-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981722,Google Shopping App Page View,PAGE_VIEW,0.000000,0.000000,4956.013984,4450.056537
2025-11-03,2025-11-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981593,Google Shopping App Purchase,PURCHASE,11.992772,1366.763719,11.992772,1366.763719
2025-11-03,2025-11-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981728,Google Shopping App Search,PAGE_VIEW,0.000000,0.000000,422.407887,399.450720
2025-11-03,2025-11-09,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981725,Google Shopping App View Item,PAGE_VIEW,0.000000,0.000000,2284.029665,2018.738243
2025-11-10,2025-11-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981731,Google Shopping App Add Payment Info,DEFAULT,0.000000,0.000000,3.571428,3.571428
2025-11-10,2025-11-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981599,Google Shopping App Add To Cart,ADD_TO_CART,0.000000,0.000000,198.331700,43424.010972
2025-11-10,2025-11-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981596,Google Shopping App Begin Checkout,BEGIN_CHECKOUT,0.000000,0.000000,9.714285,2745.565601
2025-11-10,2025-11-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981722,Google Shopping App Page View,PAGE_VIEW,0.000000,0.000000,4205.298458,3885.724213
2025-11-10,2025-11-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981593,Google Shopping App Purchase,PURCHASE,11.985488,2705.042464,11.985488,2705.042464
2025-11-10,2025-11-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981728,Google Shopping App Search,PAGE_VIEW,0.000000,0.000000,370.365024,360.817429
2025-11-10,2025-11-16,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981725,Google Shopping App View Item,PAGE_VIEW,0.000000,0.000000,2483.393460,2320.844875
2025-11-17,2025-11-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981731,Google Shopping App Add Payment Info,DEFAULT,0.000000,0.000000,10.571432,10.571432
2025-11-17,2025-11-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981599,Google Shopping App Add To Cart,ADD_TO_CART,0.000000,0.000000,177.546563,101068.705737
2025-11-17,2025-11-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981596,Google Shopping App Begin Checkout,BEGIN_CHECKOUT,0.000000,0.000000,7.714290,1399.916393
2025-11-17,2025-11-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981722,Google Shopping App Page View,PAGE_VIEW,0.000000,0.000000,4186.041452,3792.755992
2025-11-17,2025-11-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981593,Google Shopping App Purchase,PURCHASE,24.714012,6547.163807,24.714012,6547.163807
2025-11-17,2025-11-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981728,Google Shopping App Search,PAGE_VIEW,0.000000,0.000000,145.535760,144.241405
2025-11-17,2025-11-23,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981725,Google Shopping App View Item,PAGE_VIEW,0.000000,0.000000,2482.078605,2288.824534
2025-11-24,2025-11-30,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981731,Google Shopping App Add Payment Info,DEFAULT,0.000000,0.000000,7.800000,7.800000
2025-11-24,2025-11-30,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981599,Google Shopping App Add To Cart,ADD_TO_CART,0.000000,0.000000,158.065215,49330.450451
2025-11-24,2025-11-30,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981596,Google Shopping App Begin Checkout,BEGIN_CHECKOUT,0.000000,0.000000,8.144924,3571.230789
2025-11-24,2025-11-30,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981722,Google Shopping App Page View,PAGE_VIEW,0.000000,0.000000,3675.285150,3448.106663
2025-11-24,2025-11-30,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981593,Google Shopping App Purchase,PURCHASE,11.699751,2410.781764,11.699751,2410.781764
2025-11-24,2025-11-30,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981728,Google Shopping App Search,PAGE_VIEW,0.000000,0.000000,194.042163,191.033942
2025-11-24,2025-11-30,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981725,Google Shopping App View Item,PAGE_VIEW,0.000000,0.000000,2394.388321,2195.422394
2025-12-01,2025-12-07,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981731,Google Shopping App Add Payment Info,DEFAULT,0.000000,0.000000,4.001339,4.001339
2025-12-01,2025-12-07,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981599,Google Shopping App Add To Cart,ADD_TO_CART,0.000000,0.000000,129.288269,34250.113310
2025-12-01,2025-12-07,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981596,Google Shopping App Begin Checkout,BEGIN_CHECKOUT,0.000000,0.000000,5.172027,412.751007
2025-12-01,2025-12-07,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981722,Google Shopping App Page View,PAGE_VIEW,0.000000,0.000000,3924.858562,3462.534993
2025-12-01,2025-12-07,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981593,Google Shopping App Purchase,PURCHASE,15.584939,3539.859422,15.584939,3539.859422
2025-12-01,2025-12-07,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981728,Google Shopping App Search,PAGE_VIEW,0.000000,0.000000,193.039042,179.712797
2025-12-01,2025-12-07,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981725,Google Shopping App View Item,PAGE_VIEW,0.000000,0.000000,2574.952343,2272.301970
2025-12-08,2025-12-14,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981731,Google Shopping App Add Payment Info,DEFAULT,0.000000,0.000000,5.676052,5.676052
2025-12-08,2025-12-14,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981599,Google Shopping App Add To Cart,ADD_TO_CART,0.000000,0.000000,112.902320,49724.568025
2025-12-08,2025-12-14,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981596,Google Shopping App Begin Checkout,BEGIN_CHECKOUT,0.000000,0.000000,2.878102,246.989572
2025-12-08,2025-12-14,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981722,Google Shopping App Page View,PAGE_VIEW,0.000000,0.000000,3715.217207,3156.926583
2025-12-08,2025-12-14,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981593,Google Shopping App Purchase,PURCHASE,11.715734,1164.410895,11.715734,1164.410895
2025-12-08,2025-12-14,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981728,Google Shopping App Search,PAGE_VIEW,0.000000,0.000000,145.448444,131.036342
2025-12-08,2025-12-14,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981725,Google Shopping App View Item,PAGE_VIEW,0.000000,0.000000,2504.507318,2093.670819
2025-12-15,2025-12-21,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981731,Google Shopping App Add Payment Info,DEFAULT,0.000000,0.000000,4.003862,4.003862
2025-12-15,2025-12-21,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981599,Google Shopping App Add To Cart,ADD_TO_CART,0.000000,0.000000,122.446448,32979.842007
2025-12-15,2025-12-21,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981596,Google Shopping App Begin Checkout,BEGIN_CHECKOUT,0.000000,0.000000,4.978180,513.357108
2025-12-15,2025-12-21,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981722,Google Shopping App Page View,PAGE_VIEW,0.000000,0.000000,3778.571642,3336.067864
2025-12-15,2025-12-21,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981593,Google Shopping App Purchase,PURCHASE,15.117878,1374.657577,15.117878,1374.657577
2025-12-15,2025-12-21,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981728,Google Shopping App Search,PAGE_VIEW,0.000000,0.000000,175.754266,152.786783
2025-12-15,2025-12-21,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981725,Google Shopping App View Item,PAGE_VIEW,0.000000,0.000000,2779.024507,2466.243134
2025-12-22,2025-12-28,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981731,Google Shopping App Add Payment Info,DEFAULT,0.000000,0.000000,4.994578,4.994578
2025-12-22,2025-12-28,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981599,Google Shopping App Add To Cart,ADD_TO_CART,0.000000,0.000000,113.142878,23754.118448
2025-12-22,2025-12-28,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981596,Google Shopping App Begin Checkout,BEGIN_CHECKOUT,0.000000,0.000000,6.515452,726.287643
2025-12-22,2025-12-28,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981722,Google Shopping App Page View,PAGE_VIEW,0.000000,0.000000,3909.189613,3489.547138
2025-12-22,2025-12-28,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981593,Google Shopping App Purchase,PURCHASE,13.809625,1969.578079,13.809625,1969.578079
2025-12-22,2025-12-28,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981728,Google Shopping App Search,PAGE_VIEW,0.000000,0.000000,122.030494,110.817957
2025-12-22,2025-12-28,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981725,Google Shopping App View Item,PAGE_VIEW,0.000000,0.000000,2597.535237,2325.385783
2025-12-29,2026-01-04,20647427212,Performance Max-2,customers/5626118344/conversionActions/7362981731,Google Shopping App Add Payment Info,DEFAULT,0.000000,0.000000,6.995662,6.995662
